Year,Round,Team1,Team2,Team1.Result,Team2.Result,Team1.1QTotal,Team1.2QTotal,Team1.3QTotal,Team1.4QTotal,Team2.1QTotal,Team2.2QTotal,Team2.3QTotal,Team2.4QTotal
2021,19,Adelaide Crows,Hawthorn Hawks,W,L,37,18,21,26,25,15,24,19
2021,19,Sydney Swans,Freemantle Dockers,W,L,21,23,33,21,28,13,1,16
2021,19,Geelong Cats,Richmond Tigers,W,L,18,33,12,32,8,2,15,32
2021,19,Essendon Bombers,GWS Giants,L,W,27,13,4,9,16,8,28,14
2021,20,St Kilda Saints,Carlton Blues,L,W,19,14,16,32,31,30,31,20
2021,20,Western Bulldogs,Adelaide Crows,W,L,33,30,8,34,21,7,8,20
2021,20,North Melbourne Kangaroos,Geelong Cats,L,W,20,8,8,6,16,20,11,15
2021,20,Collingwood Magpies,West Coast Eagles,W,L,25,36,9,20,4,7,8,26
2021,20,Gold Coast Suns,Melbourne Demons,L,W,20,1,0,9,40,40,36,12
2021,20,Hawthorn Hawks,Brisbane Lions,W,L,27,19,37,9,1,21,8,50
2021,20,Essendon Bombers,Sydney Swans,L,W,21,20,30,31,13,16,44,36
2021,20,Freemantle Dockers,Richmond Tigers,W,L,18,4,20,13,7,7,18,19
2021,20,GWS Giants,Port Adelaide Power,L,W,7,37,21,8,22,30,29,28
2021,21,Geelong Cats,GWS Giants,L,W,9,18,13,25,27,19,25,13
2021,21,Carlton Blues,Gold Coast Suns,L,W,20,15,9,13,10,16,25,25
2021,21,Richmond Tigers,North Melbourne Kangaroos,W,L,3,13,44,29,22,14,14,6
2021,21,Adelaide Crows,Port Adelaide Power,L,W,9,21,14,7,8,3,23,21
2021,21,St Kilda Saints,Sydney Swans,W,L,30,20,26,17,25,7,20,12
2021,21,Hawthorn Hawks,Collingwood Magpies,W,L,26,25,32,14,14,7,32,25
2021,21,Western Bulldogs,Essendon Bombers,L,W,21,20,18,25,8,36,26,27
2021,21,Freemantle Dockers,Brisbane Lions,L,W,13,8,18,15,40,26,26,26
2021,21,West Coast Eagles,Melbourne Demons,L,W,12,17,7,27,26,7,35,4
2021,22,GWS Giants,Richmond Tigers,W,L,45,32,21,8,14,13,13,27
2021,22,Hawthorn Hawks,Western Bulldogs,W,L,2,23,25,14,9,7,20,1
2021,22,Port Adelaide Power,Carlton Blues,W,L,14,40,29,57,18,21,3,3
2021,22,Geelong Cats,St Kilda Saints,W,L,12,26,27,20,31,13,19,8
2021,22,Brisbane Lions,Collingwood Magpies,W,L,26,44,44,28,20,13,10,14
2021,22,North Melbourne Kangaroos,Sydney Swans,L,W,14,7,25,31,32,20,16,23
2021,22,Melbourne Demons,Adelaide Crows,W,L,21,25,33,25,12,13,31,7
2021,22,Gold Coast Suns,Essendon Bombers,L,W,14,8,2,6,14,42,28,14
2021,22,Freemantle Dockers,West Coast Eagles,W,L,50,12,6,11,20,11,20,13
2021,23,Western Bulldogs,Port Adelaide Power,L,W,25,8,24,7,9,5,32,20
2021,23,Richmond Tigers,Hawthorn Hawks,T,T,20,10,16,37,14,28,20,21
2021,23,Sydney Swans,Gold Coast Suns,W,L,40,21,24,51,4,22,13,10
2021,23,Brisbane Lions,West Coast Eagles,W,L,44,20,20,41,21,32,14,20
2021,23,Geelong Cats,Melbourne Demons,L,W,13,49,13,2,15,8,20,38
2021,23,Carlton Blues,GWS Giants,L,W,16,26,7,26,9,32,23,25
2021,23,St Kilda Saints,Freemantle Dockers,W,L,18,20,27,42,10,13,9,17
2021,23,Essendon Bombers,Collingwood Magpies,W,L,32,36,15,19,26,8,16,14
2021,23,Adelaide Crows,North Melbourne Kangaroos,W,L,30,9,24,35,13,2,19,20
